,Public Food Key,Classification,Food Name,Total calories(kcal),Protein,Total Fat,Total dietary fibre,Alcohol,Total sugars,Carbohydrates,Sodium (Na),Saturated fatty acids,Monounsaturated fatty acids,Polyunsaturated fatty acids,Trans fatty acids,Cholesterol,Categories,Food Description
491,F003732,17201,"Egg, chicken, whole, scrambled, with regular fat cows milk, no fat added",121.41,10.80,7.70,0.00,0.00,2.30,2.30,128.00,0.00,0.00,0.00,0.00,379.00,"Egg dishes, savoury ","Edible portion of chicken egg, including both yolk and white (albumen), beaten with regular fat cows milk and cooked by continuous stirring (scrambling) over low heat until just set. Does not contain added fat."
492,F003706,17101,"Egg, chicken, white (albumen), raw",47.08,11.20,0.00,0.00,0.00,0.40,0.40,175.00,0.00,0.00,0.00,0.00,0.00,"Eggs, chicken ",White (albumen) portion of chicken eggs. Uncooked.
493,F003705,17101,"Egg, chicken, white (albumen), hard-boiled",48.76,11.60,0.00,0.00,0.00,0.40,0.40,175.00,0.00,0.00,0.00,0.00,0.00,"Eggs, chicken ","White (albumen) portion of chicken eggs, separated from the yolk portion after being boiled in the shell in unsalted water."
494,F003737,17101,"Egg, chicken, yolk, raw",313.34,15.60,28.20,0.00,0.00,0.20,0.20,58.00,36.60,51.40,12.50,0.10,1050.00,"Eggs, chicken ","Yolk portion of chicken eggs, including any adhering white (albumin) portion. Uncooked."
495,F003736,17101,"Egg, chicken, yolk, hard-boiled",346.56,16.10,31.70,0.00,0.00,0.20,0.20,47.00,36.60,51.10,12.50,0.10,1250.00,"Eggs, chicken ","Yolk portion of chicken eggs, separated from the white (albumin) portion after being boiled in the shell in unsalted water."
496,F000086,16101,"Apple, bonza, unpeeled, raw",52.10,0.30,0.30,3.20,0.00,11.50,11.50,0.00,0.00,0.00,0.00,0.00,0.00,Apples,Round shaped fruit with red skin and cream coloured flesh.
497,F000089,16802,"Apple, dried",277.01,1.30,0.30,9.10,0.00,62.10,67.40,91.00,0.00,0.00,0.00,0.00,0.00,Other dried fruit including mixed dried fruit,"Round shaped fruit with either a green or red waxy skin and cream/white coloured flesh. Peeled, cut (into rings or diced) and dried before packaging."
498,F000091,16101,"Apple, fuji, unpeeled, raw",54.02,0.30,0.30,2.40,0.00,12.10,12.10,2.00,0.00,0.00,0.00,0.00,0.00,Apples,Round shaped fruit with red skin and cream coloured flesh.
499,F000092,16101,"Apple, golden delicious, unpeeled, raw",43.50,0.30,0.00,2.50,0.00,10.50,10.50,2.00,0.00,0.00,0.00,0.00,0.00,Apples,Round shaped fruit with golden green skin and cream coloured flesh.
500,F000095,16101,"Apple, granny-smith, unpeeled, raw",43.98,0.30,0.00,2.30,0.00,10.30,10.50,1.00,0.00,0.00,0.00,0.00,0.00,Apples,Round shaped fruit with green skin and cream/white coloured flesh.
501,F000099,16101,"Apple, jonathon, unpeeled, raw",49.71,0.30,0.00,2.30,0.00,11.80,11.90,1.00,0.00,0.00,0.00,0.00,0.00,Apples,Round shaped fruit with red skin and cream/white coloured flesh.
502,F000105,16101,"Apple, pink lady, unpeeled, raw",52.34,0.20,0.00,3.00,0.00,12.20,12.30,1.00,0.00,0.00,0.00,0.00,0.00,Apples,Round shaped fruit with pink/red skin and cream coloured flesh.
503,F000107,16101,"Apple, red delicious, unpeeled, raw",54.97,0.30,0.00,2.30,0.00,13.00,13.50,1.00,0.00,0.00,0.00,0.00,0.00,Apples,Round shaped fruit with red skin and cream coloured flesh.
504,F000111,16101,"Apple, royal gala, unpeeled, raw",49.00,0.40,0.00,2.10,0.00,11.10,12.10,1.00,0.00,0.00,0.00,0.00,0.00,Apples,Round shaped fruit with red skin and cream coloured flesh.
505,F000110,16101,"Apple, red skin, unpeeled, raw",52.10,0.30,0.00,2.70,0.00,12.00,12.40,1.00,0.00,0.00,0.00,0.00,0.00,Apples,"Round shaped fruit with red/pink skin and cream/white flesh. Includes pink lady, red delicious, royal gala, fuji, jonathan and bonza varieties."
506,F000134,16403,"Apricot, raw",36.09,0.80,0.10,2.50,0.00,6.60,6.60,2.00,0.00,0.00,0.00,0.00,0.00,Other stone fruit ,"Small, orange coloured stone fruit."
507,F000130,16802,"Apricot, dried",195.75,4.30,0.20,8.40,0.00,40.50,41.50,37.00,0.00,0.00,0.00,0.00,0.00,Other dried fruit including mixed dried fruit,"Small, orange-coloured stone fruit dried prior to packaging. May be treated to prevent browning."
508,F000122,16404,"Apricot, canned in pear juice",42.30,0.80,0.00,1.80,0.00,8.20,8.20,4.00,0.00,0.00,0.00,0.00,0.00,"Other stone fruit, commercially sterile","Small, orange-coloured stone fruit canned in pear juice."
509,F000123,16404,"Apricot, canned in pear juice, drained",40.87,1.00,0.00,3.10,0.00,7.80,7.80,3.00,0.00,0.00,0.00,0.00,0.00,"Other stone fruit, commercially sterile","Small, orange-coloured stone fruit canned in pear juice, then drained."
510,F000124,16404,"Apricot, canned in pear juice, juice only",44.69,0.50,0.00,0.00,0.00,8.70,8.70,5.00,0.00,0.00,0.00,0.00,0.00,"Other stone fruit, commercially sterile",Pear juice from canned apricots.
511,F000262,16501,"Banana, cavendish, peeled, raw",87.48,1.40,0.30,2.20,0.00,12.80,19.60,0.00,0.00,0.00,0.00,0.00,0.00,Bananas ,Long cylindrical fruit with thick yellow skin and cream-coloured flesh.
512,F000267,16501,"Banana, lady finger or sugar, peeled, raw",106.36,1.50,0.10,3.70,0.00,18.20,25.00,2.00,0.00,0.00,0.00,0.00,0.00,Bananas ,Medium sized cylindrical fruit with a thick yellow skin and cream coloured flesh. Also known as sugar banana.
513,F001267,16201,"Blackberry, raw",38.72,1.40,0.30,6.10,0.00,7.50,7.50,0.00,0.00,0.00,0.00,0.00,0.00,Berry fruit,"Round fruit characterised by a collection of tiny, shiny, black drupelets around a central white core."
514,F001290,16201,"Blueberry, raw",39.67,0.50,0.00,3.50,0.00,9.20,9.60,2.00,0.00,0.00,0.00,0.00,0.00,Berry fruit,"Small, deep blue berry with whitish waxy bloom."
515,F001289,16201,"Blueberry, purchased frozen",40.63,0.50,0.00,3.60,0.00,9.50,9.90,2.00,0.00,0.00,0.00,0.00,0.00,Berry fruit,"Small, deep blue berry with whitish waxy bloom. Frozen prior to sale."
516,F002522,16403,"Cherry, raw",56.88,0.80,0.20,1.50,0.00,10.90,10.90,0.00,0.00,0.00,0.00,0.00,0.00,Other stone fruit ,"Small, deep reddish-purple stone fruit."
517,F002513,16702,"Cherry, black, canned in syrup",69.79,0.70,0.10,0.90,0.00,15.80,16.00,4.00,0.00,0.00,0.00,0.00,0.00,"Mixtures of two or more groups of fruit, commercially sterile ",Small black cherries canned in sugar syrup.
518,F002514,16702,"Cherry, black, canned in syrup, drained",70.75,0.90,0.10,1.70,0.00,15.70,16.00,5.00,0.00,0.00,0.00,0.00,0.00,"Mixtures of two or more groups of fruit, commercially sterile ","Small black cherries canned in sugar syrup, then drained."
519,F002517,16404,"Cherry, black, canned in syrup, syrup only",68.83,0.50,0.00,0.00,0.00,16.00,16.00,3.00,0.00,0.00,0.00,0.00,0.00,"Other stone fruit, commercially sterile","Syrup made from water and sugar, used in canned black cherries."
520,F003328,16303,"Cumquat (kumquat), raw",51.15,1.90,0.90,6.50,0.00,9.40,9.40,10.00,33.50,19.90,46.20,0.00,0.00,Other citrus fruit ,"Small round orange fruit, similar in appearance to oranges but much smaller."
521,F003249,16201,"Cranberry, raw",24.62,0.50,0.10,3.60,0.00,4.30,4.30,2.00,9.88,22.22,67.90,0.00,0.00,Berry fruit,"A small, round, bright red berry with a tart flavour."
522,F003248,16802,"Cranberry, dried, sweetened",307.84,0.20,1.10,5.30,0.00,72.60,77.50,5.00,33.50,19.90,46.20,0.00,0.00,Other dried fruit including mixed dried fruit,"A small, round, bright red berry with a tart flavour, that has been dried (Craisins). Imported from the USA."
523,F003331,16801,"Currant, dried",267.45,2.80,0.50,6.00,0.00,63.20,65.10,46.00,0.00,0.00,0.00,0.00,0.00,Dried vine fruit ,Grapes that have been dried and packaged prior to sale.
524,F003423,16504,"Custard apple, African pride, peeled, raw",73.14,1.40,0.60,2.50,0.00,14.70,15.80,4.00,33.50,19.90,46.20,0.00,0.00,"Other tropical and subtropical fruit, inedible peel",Light green to bluish green skin covered in irregular smooth bumps with white-cream flesh.
525,F003496,16802,"Date, dried",271.27,2.00,0.20,9.70,0.00,65.90,67.20,14.00,0.00,0.00,0.00,0.00,0.00,Other dried fruit including mixed dried fruit,Small brown pitted dates that have been dried.
526,F003818,16504,"Feijoa, raw",36.33,0.60,0.40,3.00,0.00,7.70,8.00,3.00,35.14,18.92,43.96,0.00,0.00,"Other tropical and subtropical fruit, inedible peel","Green fruit with wrinkled inedible peel, similar in size and shape to a kiwi fruit, with a sweet clear gelatinous seed pulp."
527,F003832,16802,"Fig, dried",231.36,3.60,0.70,14.30,0.00,52.60,54.50,39.00,33.50,19.90,46.20,0.00,0.00,Other dried fruit including mixed dried fruit,"Small pear shaped fruit with seedy sweet pulp that vary in colour from green to yellow, brown, purple or black that has been preserved by drying. Imported into Australia."
528,F003834,16503,"Fig, fresh, unpeeled, raw",40.39,1.40,0.30,3.30,0.00,8.10,8.10,3.00,0.00,0.00,0.00,0.00,0.00,"Other tropical and subtropical fruit, edible peel","Small pear shaped fruit with seedy sweet pulp that vary in colour from green to yellow, brown, purple or black."
529,F004141,16702,"Fruit salad, canned in fruit juice",45.17,0.70,0.10,1.40,0.00,9.80,9.80,4.00,0.00,0.00,0.00,0.00,0.00,"Mixtures of two or more groups of fruit, commercially sterile ",A variety of fruits that have been canned in fruit juice.
530,F004142,16702,"Fruit salad, canned in fruit juice, drained",45.17,0.80,0.20,2.30,0.00,9.50,9.50,4.00,0.00,0.00,0.00,0.00,0.00,"Mixtures of two or more groups of fruit, commercially sterile ","A variety of fruits that have been canned in fruit juice, then drained."
531,F004143,16702,"Fruit salad, canned in fruit juice, juice only",45.17,0.40,0.00,0.20,0.00,10.20,10.20,4.00,0.00,0.00,0.00,0.00,0.00,"Mixtures of two or more groups of fruit, commercially sterile ","Fruit juice, used in canned fruit salad. Commonly used juices include apple, peach, pear and pineapple."
532,F004244,16802,"Goji berry, dried",301.15,14.30,1.80,13.00,0.00,53.60,59.00,532.00,33.50,19.90,46.20,0.00,0.00,Other dried fruit including mixed dried fruit,Small oblong berries that range from dark pink to red in colour. Dried before packaging.
533,F004253,16601,"Grape, black muscatel/muscat, raw",78.39,1.10,0.10,2.70,0.00,18.80,18.80,8.00,0.00,0.00,0.00,0.00,0.00,Other fruit ,"Full bodied, seeded grape, with a black crisp skin and juicy pulp."
534,F004254,16601,"Grape, black sultana, raw",60.23,1.20,0.10,3.30,0.00,14.00,14.00,3.00,0.00,0.00,0.00,0.00,0.00,Other fruit ,"Oval, black, seedless grape with crisp texture."
535,F004256,16601,"Grape, cornichon, raw",56.64,1.30,0.10,2.50,0.00,12.70,12.70,3.00,0.00,0.00,0.00,0.00,0.00,Other fruit ,"Elongated, purple coloured grape."
536,F004259,16601,"Grape, red globe, raw",70.27,0.90,0.20,3.50,0.00,16.30,16.30,5.00,0.00,0.00,0.00,0.00,0.00,Other fruit ,"Large red-black seeded grape, with a crisp skin and juicy sweet pulp."
537,F004260,16601,"Grape, thompson seedless or sultana, raw",61.42,0.60,0.10,2.30,0.00,15.00,15.00,4.00,0.00,0.00,0.00,0.00,0.00,Other fruit ,"Medium-sized, oval shaped seedless grape with light green skin and pale green flesh."
538,F004261,16601,"Grape, waltham cross, raw",60.47,0.80,0.10,3.50,0.00,14.40,14.40,6.00,0.00,0.00,0.00,0.00,0.00,Other fruit ,"Elongated oval grape, with a golden green firm skin and a sweet juicy pulp."
539,F004262,16303,"Grapefruit, peeled, raw",26.53,0.90,0.20,1.70,0.00,4.80,4.80,4.00,0.00,0.00,0.00,0.00,0.00,Other citrus fruit ,"Large, slightly tart citrus fruit. The rind is mostly yellow, and often tinged with green or red, with white pulp."
540,F004286,16504,"Guava, Hawaiian, raw",24.14,0.70,0.50,5.40,0.00,3.40,3.50,4.00,0.00,0.00,0.00,0.00,0.00,"Other tropical and subtropical fruit, inedible peel",Round to oblong shaped green skinned tropical fruit with pink flesh.
541,F004594,16504,"Jackfruit, peeled, raw",77.20,2.20,0.30,3.00,0.00,16.30,16.70,3.00,43.92,34.91,21.17,0.00,0.00,"Other tropical and subtropical fruit, inedible peel","Rough fruit with light-green to yellow skin, composed of small spiny segments with a short stem and yellow flesh."
542,F004816,16601,"Kiwifruit, green (hayward), peeled, raw",49.24,1.20,0.70,3.00,0.00,8.80,9.10,2.00,31.56,27.66,40.78,0.00,0.00,Other fruit ,"Oval shaped fruit with thin, brown, furry skin and green flesh. Imported from New Zealand."
543,F004815,16601,"Kiwifruit, gold, peeled, raw",54.97,1.20,0.50,1.80,0.00,10.90,11.10,3.00,0.00,0.00,0.00,0.00,0.00,Other fruit ,"Oval shaped fruit, tapering at one end, with thin, brown, furry skin and gold-coloured flesh. Imported from New Zealand."
544,F005174,16302,"Lemon, peeled, raw",22.71,0.60,0.20,2.50,0.00,1.80,1.80,2.00,0.00,0.00,0.00,0.00,0.00,Lemons and limes,"Tart oval citrus fruit, with a yellow rind and pulp."
545,F005172,16302,"Lemon peel, raw",8.84,1.50,0.30,10.60,0.00,0.00,0.00,6.00,28.06,7.91,64.03,0.00,0.00,Lemons and limes,The peel (Limonis Cortex) and the rind (flavedo) of fresh lemons.
546,F005175,16804,"Lemon, preserved",17.69,0.70,0.20,3.50,0.00,1.30,1.30,4449.00,0.00,0.00,0.00,0.00,0.00,Preserved fruit,"Tart citrus fruit, with a yellow rind and pulp. Preserved in a lemon juice and salt brine. Typically, only the peel is consumed"
547,F005199,16302,"Lime, peeled, raw",21.27,0.80,0.20,4.10,0.00,1.20,1.20,3.00,0.00,0.00,0.00,0.00,0.00,Lemons and limes,Tart round/oval citrus fruit with light greenish-yellow rind and pulp when ripe.
548,F005244,16105,"Loquat, peeled, raw",25.81,1.00,0.20,1.70,0.00,4.90,4.90,2.00,0.00,0.00,0.00,0.00,0.00,Other pome fruit ,Small round yellow/orange fruit with white/yellow/orange flesh.
549,F005255,16504,"Lychee, peeled, raw",68.36,1.10,0.10,1.30,0.00,16.20,16.20,1.00,0.00,0.00,0.00,0.00,0.00,"Other tropical and subtropical fruit, inedible peel",Small round to oval shaped fruit with a scaly reddish to reddish-brown skin and off-white flesh.
550,F005293,16303,"Mandarin, peeled, raw",43.50,0.90,0.00,1.60,0.00,9.80,9.80,3.00,0.00,0.00,0.00,0.00,0.00,Other citrus fruit ,Citrus fruit with an orange peel and flesh. Imperial cultivar of mandarin.
551,F005288,16304,"Mandarin, canned in syrup",56.41,0.40,0.10,0.60,0.00,13.40,13.50,5.00,0.00,0.00,0.00,0.00,0.00,"Citrus fruit, commercially sterile",Mandarin segments canned in sugar syrup.
552,F005289,16304,"Mandarin, canned in syrup, drained",58.56,0.50,0.20,1.10,0.00,13.60,13.80,6.00,0.00,0.00,0.00,0.00,0.00,"Citrus fruit, commercially sterile","Mandarin segments canned in sugar syrup, then drained."
553,F005292,16304,"Mandarin, canned in syrup, syrup only",53.30,0.20,0.00,0.00,0.00,13.20,13.20,4.00,0.00,0.00,0.00,0.00,0.00,"Citrus fruit, commercially sterile","Syrup made from water and sugar, used in canned mandarins."
554,F005299,16504,"Mango, peeled, raw",54.25,0.40,0.00,1.30,0.00,12.90,13.40,0.00,0.00,0.00,0.00,0.00,0.00,"Other tropical and subtropical fruit, inedible peel",Tropical fruit with a smooth reddish to orange skin and orange flesh.
555,F005300,16505,"Mango, pulped, canned",59.51,0.40,0.00,1.20,0.00,14.30,14.80,0.00,0.00,0.00,0.00,0.00,0.00,"Tropical and subtropical fruit, commercially sterile",Canned mango pulp. Contains added sugar.
556,F005516,16601,"Melon, honey dew, white skin, peeled, raw",33.70,0.70,0.30,1.00,0.00,7.10,7.10,44.00,0.00,0.00,0.00,0.00,0.00,Other fruit ,White/cream skinned melon with green flesh.
557,F005517,16601,"Melon, honey dew, yellow skin, peeled, raw",23.90,0.80,0.30,0.90,0.00,4.40,4.40,40.00,0.00,0.00,0.00,0.00,0.00,Other fruit ,Yellow skinned melon with white or green flesh.
558,F005519,16601,"Melon, rockmelon, peeled, raw",21.75,0.50,0.10,1.00,0.00,4.70,4.70,14.00,0.00,0.00,0.00,0.00,0.00,Other fruit ,"Round green skinned fruit with brown netting, orange flesh and a sweet and smooth texture."
559,F005520,16601,"Melon, watermelon, peeled, raw",31.07,0.60,0.00,0.40,0.00,7.00,7.30,3.00,0.00,0.00,0.00,0.00,0.00,Other fruit ,Large oval fruit with a thick green skin and a pink to red flesh containing black seeds. Skin and seeds removed.
560,F005712,16802,Mixed dried fruit,266.49,2.50,0.60,3.70,0.00,62.40,65.10,18.00,0.00,0.00,0.00,0.00,0.00,Other dried fruit including mixed dried fruit,"Mixture of various types of dried fruits such as sultanas, currants, citrus peel, raisins, cherries."
561,F005916,16201,"Mulberry, raw",28.92,2.20,0.20,2.20,0.00,4.30,4.30,6.00,0.00,0.00,0.00,0.00,0.00,Berry fruit,Glossy dark red to black coloured berry with sweet juicy flavour.
562,F006021,16401,"Nectarine, yellow, unpeeled, raw",39.20,1.20,0.10,2.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,Peaches and nectarines,Small stone fruit with a reddish/orange skin and orange flesh.
563,F006277,16301,"Orange, peeled, raw",37.05,1.00,0.00,2.40,0.00,8.20,8.20,0.00,0.00,0.00,0.00,0.00,0.00,Oranges ,"Round in shape with an orange waxy peel and orange flesh, that can be broken into segments."
